"","X","Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Home.coach","Home.coach.DOB","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","Away.coach","Away.coach.DOB","First.name","Surname","ID","DOB","Height","Weight","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","year","month","day","pavO","pavD","pavM"
"6453",339075,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","James","Frawley",11575,"20/09/1988",193,94,12,"Hawthorn",12,7,4,0,0,0,1,3,2,0,2,0,0,0,5,9,2,0,3,0,0,100,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,81,103,33
"6454",339076,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Josh","Gibson",4145,"13/03/1984",189,93,6,"Hawthorn",8,8,8,0,0,0,2,1,1,0,1,0,1,0,2,14,0,0,7,0,1,100,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,82,110,20
"6455",339077,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Jack","Gunston",11845,"16/10/1991",193,87,19,"Hawthorn",9,3,5,3,1,0,2,1,1,1,1,1,0,0,6,9,0,3,5,0,0,89,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,84,73,42
"6456",339078,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Billy","Hartung",12274,"24/01/1995",177,78,4,"Hawthorn",7,4,7,0,0,0,1,1,2,0,0,0,0,0,0,14,0,0,0,1,1,71,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,84,24,33
"6457",339079,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Bradley","Hill",12060,"9/07/1993",181,78,10,"Hawthorn",6,2,3,1,1,0,1,0,2,0,7,0,3,0,4,4,0,1,0,0,1,74,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,82,-8,30
"6458",339080,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Luke","Hodge",1134,"15/06/1984",185,88,15,"Hawthorn",22,10,7,0,0,0,2,4,5,7,4,3,1,3,10,16,0,0,6,0,0,82,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,86,166,223
"6459",339081,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Daniel","Howe",12360,"4/12/1995",191,83,41,"Hawthorn",14,7,3,0,1,0,5,1,2,1,3,2,2,0,7,10,1,0,3,0,0,76,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,81,63,65
"6460",339082,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Jordan","Lewis",4077,"24/04/1986",186,87,3,"Hawthorn",16,9,9,0,0,1,2,1,4,6,3,1,1,0,8,16,1,0,1,0,2,91,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,89.25,40.3333333333333,187.5
"6461",339083,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Ben","McEvoy",11682,"11/07/1989",200,102,7,"Hawthorn",6,4,8,0,1,29,1,0,2,2,1,2,0,0,7,5,2,0,1,0,1,87,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,93.25,0.666666666666668,118.5
"6462",339084,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Sam","Mitchell",1135,"12/10/1982",180,84,5,"Hawthorn",18,3,10,0,0,0,1,1,3,7,4,3,2,0,17,13,1,0,8,0,0,87,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,83,121,189
"6463",339085,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Paul","Puopolo",11942,"2/12/1987",173,78,28,"Hawthorn",10,1,4,2,0,0,7,1,4,0,3,1,0,0,5,6,1,1,2,0,1,77,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,88,43,82
"6464",339086,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Cyril","Rioli",11632,"14/07/1989",177,80,33,"Hawthorn",15,5,3,3,2,1,4,0,2,8,4,2,2,2,9,7,1,2,2,0,1,77,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,86.25,20.3333333333333,203.5
"6465",339087,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Liam","Shiels",11760,"29/04/1991",183,84,26,"Hawthorn",6,2,6,0,0,0,2,1,4,2,5,0,2,0,3,7,0,0,0,0,0,34,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,81,18,104
"6466",339088,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","James","Sicily",12332,"6/01/1995",186,83,21,"Hawthorn",6,3,0,1,0,0,3,0,0,0,4,2,3,0,5,2,3,1,0,0,0,79,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,79,-3,8
"6467",339089,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Isaac","Smith",11941,"30/12/1988",188,83,16,"Hawthorn",13,6,9,0,1,0,0,2,3,0,3,0,1,0,1,20,0,0,1,0,0,88,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,81,56,44
"6468",339090,2016,"16","2016-07-07",1920,"Adelaide Oval",43025,"Port Adelaide",3,3,5,4,7,4,12,7,79,"Ken Hinkley","30/09/1966","Hawthorn",3,1,6,4,11,10,15,11,101,"Alastair Clarkson","27/04/1968","Ben","Stratton",11824,"1/03/1989",189,88,24,"Hawthorn",7,4,2,0,0,0,1,1,1,0,2,1,1,0,2,6,0,0,6,0,0,87,0,"Scott Jeffery","Andrew Stephens","Chris Donlon","",2016,7,7,80,96,18
"6469",339091,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Grant","Birchall",4149,"28/01/1988",193,89,14,"Hawthorn",13,6,12,0,0,0,0,4,1,0,1,0,0,0,3,20,1,0,0,0,0,75,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,71,86,15
"6470",339092,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Kaiden","Brand",12435,"8/04/1994",198,92,30,"Hawthorn",4,3,7,0,0,0,1,3,0,0,4,0,1,0,5,6,0,0,5,0,0,81,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,69,121,2
"6471",339093,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Luke","Breust",11954,"11/11/1990",184,84,22,"Hawthorn",6,2,5,0,1,1,6,0,0,3,2,0,0,0,4,8,0,1,1,0,0,85,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,71.25,9.33333333333333,79.5
"6472",339094,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Shaun","Burgoyne",1126,"21/10/1982",186,89,9,"Hawthorn",15,3,11,2,1,0,11,1,7,10,0,1,0,3,12,13,0,1,1,1,0,83,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,79,33,339
"6473",339095,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Jonathon","Ceglar",12210,"14/02/1991",204,97,18,"Hawthorn",5,3,5,1,0,28,5,1,3,1,0,0,0,0,4,7,0,0,4,0,0,79,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,80,52.3333333333333,122
"6474",339096,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Taylor","Duryea",12163,"24/04/1991",179,80,8,"Hawthorn",11,6,4,0,0,0,1,4,3,0,2,1,1,0,3,11,0,0,0,1,1,72,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,76,86,48
"6475",339097,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","James","Frawley",11575,"20/09/1988",193,94,12,"Hawthorn",5,2,2,0,0,0,2,2,1,0,1,0,1,0,1,5,0,0,7,0,0,100,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,70,124,20
"6476",339098,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Josh","Gibson",4145,"13/03/1984",189,93,6,"Hawthorn",12,8,12,0,0,0,0,3,0,0,2,1,0,0,6,18,1,0,6,0,0,100,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,71,142,1
"6477",339099,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Jack","Gunston",11845,"16/10/1991",193,87,19,"Hawthorn",15,8,5,2,2,0,6,2,3,0,3,2,1,0,9,10,3,3,2,0,0,93,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,77,62,64
"6478",339100,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Bradley","Hill",12060,"9/07/1993",181,78,10,"Hawthorn",12,7,13,1,1,0,3,2,2,1,4,1,0,0,6,20,1,1,2,1,0,74,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,74,69,60
"6479",339101,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Luke","Hodge",1134,"15/06/1984",185,88,15,"Hawthorn",11,6,7,0,0,2,4,4,4,2,4,0,2,0,6,12,0,0,5,0,0,89,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,72.5,140.666666666667,113
"6480",339102,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Jordan","Lewis",4077,"24/04/1986",186,87,3,"Hawthorn",14,5,12,1,1,4,4,4,6,4,2,1,1,0,8,19,0,0,4,0,0,88,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,77,130.333333333333,188
"6481",339103,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Angus","Litherland",12254,"12/10/1992",192,88,17,"Hawthorn",2,1,1,0,0,0,3,0,0,0,1,0,1,0,2,1,0,0,3,0,0,72,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,69,35,8
"6482",339104,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Ben","McEvoy",11682,"11/07/1989",200,102,7,"Hawthorn",2,0,5,0,0,9,2,0,0,0,0,1,0,0,4,3,0,0,2,0,1,81,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,76.25,20,20.5
"6483",339105,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Sam","Mitchell",1135,"12/10/1982",180,84,5,"Hawthorn",25,4,12,0,0,0,3,6,4,8,5,2,0,2,11,25,0,0,2,0,0,92,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,76,152,231
"6484",339106,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Jonathan","ORourke",12212,"21/04/1994",184,80,13,"Hawthorn",6,2,6,1,0,0,3,1,2,3,1,1,0,0,5,6,0,0,0,0,0,57,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,73,24,100
"6485",339107,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Paul","Puopolo",11942,"2/12/1987",173,78,28,"Hawthorn",10,3,8,1,0,0,8,1,4,1,3,2,1,0,9,6,0,1,1,0,0,80,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,76,33,105
"6486",339108,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Cyril","Rioli",11632,"14/07/1989",177,80,33,"Hawthorn",9,4,8,2,0,0,7,0,6,1,2,0,0,0,10,7,2,2,0,1,0,76,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,78,-4,131
"6487",339109,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","James","Sicily",12332,"6/01/1995",186,83,21,"Hawthorn",7,2,2,0,1,0,1,2,1,0,0,0,0,0,3,6,0,0,0,0,1,74,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,74,42,18
"6488",339110,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Isaac","Smith",11941,"30/12/1988",188,83,16,"Hawthorn",13,5,8,0,0,1,5,0,2,2,2,1,0,0,4,17,0,0,0,2,1,84,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,76.25,6.33333333333333,87.5
"6489",339111,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Ben","Stratton",11824,"1/03/1989",189,88,24,"Hawthorn",6,3,5,0,0,0,4,0,0,0,0,1,0,0,3,7,0,0,5,0,1,92,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,74,65,13
"6490",339112,2016,"17","2016-07-14",1920,"S.C.G.",42314,"Sydney",4,4,4,5,8,6,10,10,70,"John Longmire","31/12/1970","Hawthorn",3,1,6,4,7,7,11,9,75,"Alastair Clarkson","27/04/1968","Brendan","Whitecross",11719,"25/01/1990",183,86,11,"Hawthorn",6,6,9,0,1,0,2,1,0,2,1,0,0,0,5,11,1,1,5,0,0,71,0,"Chris Donlon","Luke Farmer","Shaun Ryan","",2016,7,14,71,82,46
"6491",339157,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Grant","Birchall",4149,"28/01/1988",193,89,14,"Hawthorn",12,4,7,0,0,0,1,2,3,0,1,1,0,0,4,14,0,0,2,0,1,87,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,117,70,49
"6492",339158,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Kaiden","Brand",12435,"8/04/1994",198,92,30,"Hawthorn",7,1,5,0,0,0,3,3,1,0,0,0,0,0,4,7,0,0,2,0,0,84,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,111,85,24
"6493",339159,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Luke","Breust",11954,"11/11/1990",184,84,22,"Hawthorn",7,1,6,0,0,0,3,1,2,3,0,1,0,0,9,4,0,0,1,0,0,86,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,113,35,100
"6494",339160,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Shaun","Burgoyne",1126,"21/10/1982",186,89,9,"Hawthorn",13,4,6,0,1,0,6,0,2,2,1,3,1,0,7,10,0,1,0,0,0,83,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,115,4,90
"6495",339161,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Jonathon","Ceglar",12210,"14/02/1991",204,97,18,"Hawthorn",4,2,2,2,0,18,1,1,1,0,2,1,2,0,5,1,2,0,3,0,0,87,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,114.5,44,44
"6496",339162,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Taylor","Duryea",12163,"24/04/1991",179,80,8,"Hawthorn",6,1,5,0,0,0,3,2,0,0,3,1,1,0,4,9,0,0,4,0,0,82,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,110,89,9
"6497",339163,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Josh","Gibson",4145,"13/03/1984",189,93,6,"Hawthorn",5,4,11,0,0,0,3,2,0,0,2,2,2,0,6,10,0,0,5,0,0,98,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,110,104,9
"6498",339164,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Jack","Gunston",11845,"16/10/1991",193,87,19,"Hawthorn",12,6,4,2,4,0,3,1,5,0,0,1,0,0,7,10,2,2,1,2,1,94,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,121,32,85
"6499",339165,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Kurt","Heatherley",12474,"1/01/1995",193,89,34,"Hawthorn",6,6,5,0,0,0,2,5,1,0,0,0,0,0,1,10,0,0,7,0,0,78,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,111,190,21
"6500",339166,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Bradley","Hill",12060,"9/07/1993",181,78,10,"Hawthorn",9,4,4,0,2,0,5,1,3,1,3,1,2,0,4,10,0,0,0,0,1,81,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,115,22,79
"6501",339167,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Luke","Hodge",1134,"15/06/1984",185,88,15,"Hawthorn",13,5,14,0,1,0,3,3,5,2,1,0,0,0,10,17,1,0,1,1,0,86,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,115,77,124
"6502",339168,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Will","Langford",12214,"3/07/1992",187,83,29,"Hawthorn",5,2,7,0,0,1,4,0,2,4,3,0,0,0,9,4,0,0,3,0,0,75,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,112.25,37.3333333333333,123.5
"6503",339169,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Jordan","Lewis",4077,"24/04/1986",186,87,3,"Hawthorn",10,5,14,0,1,4,5,1,4,4,1,0,0,0,10,15,0,0,2,0,0,88,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,115,46.3333333333333,161
"6504",339170,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Ben","McEvoy",11682,"11/07/1989",200,102,7,"Hawthorn",4,2,2,0,0,15,4,0,1,2,1,1,1,0,3,3,0,0,7,0,0,81,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,114.75,76,89.5
"6505",339171,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Sam","Mitchell",1135,"12/10/1982",180,84,5,"Hawthorn",8,1,19,0,0,0,3,1,2,4,4,1,2,0,10,19,0,0,0,0,0,93,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,111,19,118
"6506",339172,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Tim","OBrien",12242,"28/03/1994",193,83,23,"Hawthorn",4,2,1,1,1,0,1,0,1,0,0,1,0,0,1,5,0,1,6,0,0,69,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,113,72,19
"6507",339173,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Jonathan","ORourke",12212,"21/04/1994",184,80,13,"Hawthorn",7,3,7,0,0,0,4,0,3,4,1,2,0,0,7,8,0,0,1,0,0,69,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,115,19,139
"6508",339174,2016,"20","2016-08-06",1410,"M.C.G.",38818,"Melbourne",5,2,9,2,12,6,17,8,110,"Paul Roos","27/06/1963","Hawthorn",3,3,7,9,10,12,11,15,81,"Alastair Clarkson","27/04/1968","Cyril","Rioli",11632,"14/07/1989",177,80,33,"Hawthorn",9,5,6,4,1,0,12,0,2,3,2,2,2,1,8,8,1,5,1,0,1,87,0,"Luke Farmer","Brett Rosebury","Brent Wallace","",2016,8,6,120,-3,126
